asin,product_title,product_price,product_original_price,currency,product_star_rating,product_num_ratings,product_url,product_photo,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations
B0D4QQ5VDV,"Blackview COLOR 8 Unlocked Cell Phones, 16GB+256GB/SD 2TB Camera Android Phone, 50MP Smart Phone, 6000mAh+18W, 6.75&quot; HD+ 90Hz Diaplay, 3 Card Slots, 4G Dual SIM Phone, Fingerprint, 3.5mm Earphone Jack",$199.99,,USD,4.5,163,https://www.amazon.com/dp/B0D4QQ5VDV,https://m.media-amazon.com/images/I/71nHu1O3a2L._AC_UY654_FMwebp_QL65_.jpg,1,$199.99,False,False,True,False,,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B08HVXC89J,LIVELY Jitterbug Flip2 - Flip Cell Phone for Seniors -Not Compatible with Other Wireless Carriers -Must Be Activated Phone Plan -Graphite,$73.99,$79.99,USD,4,3149,https://www.amazon.com/dp/B08HVXC89J,https://m.media-amazon.com/images/I/61n3X-FIEzL._AC_UY654_FMwebp_QL65_.jpg,11,$44.99,False,False,True,False,200+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0CGVM1TBK,"Landline Phone, Big Button Phone for Seniors, Telephone Can One-Touch Dialling with 9 Piction, Suitable for People with Vision Disorders/Hearing Damage, Corded Phone Can Be Used for Home, Office",$29.99,,USD,4.1,131,https://www.amazon.com/dp/B0CGVM1TBK,https://m.media-amazon.com/images/I/71+oiIAtj6L._AC_UY654_FMwebp_QL65_.jpg,2,$27.17,False,False,True,False,300+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B0D8765X3Q,"VTech DECT 6.0 3-Handset Cordless Phone with Answering System, Caller ID, Full-Duplex Speakerphone, Last 10 Number Redial, VG232-3 (Silver/Black)",$49.01,,USD,,0,https://www.amazon.com/dp/B0D8765X3Q,https://m.media-amazon.com/images/I/71nTOUOt9zL._AC_UY654_FMwebp_QL65_.jpg,1,$49.01,False,False,True,False,,"FREE delivery Thu, Aug 8 Or fastest delivery Thu, Aug 1 Only 6 left in stock - order soon.",False
B09LN7CB6H,T-Mobile REVVL V+ 5G Android 64GB Smartphone - Nebula Black (Renewed) (T-Mobile Unlocked),$90.00,$100.43,USD,3.9,461,https://www.amazon.com/dp/B09LN7CB6H,https://m.media-amazon.com/images/I/514CybDY2mL._AC_UY654_FMwebp_QL65_.jpg,7,$70.00,False,False,False,True,100+ bought in past month,FREE delivery Aug 2 - 5 Only 7 left in stock - order soon.,False
B0CHDQFZW8,"NUU A15 Cell Phone 4GB + 128GB, Compatible with Mint, Metro, T-Mobile, Qlink and More, Perfect for Teenagers, Dual SIM 4G, Octa-Core Helio G36 2.2GHz 6.5&quot; HD+, Android 13, White, US Warranty",$119.99,,USD,4.1,180,https://www.amazon.com/dp/B0CHDQFZW8,https://m.media-amazon.com/images/I/7111-Fyt5KL._AC_UY654_FMwebp_QL65_.jpg,1,$119.99,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0C37QXBH3,Nokia G10 | Android 13 | Unlocked GSM Smartphone | 3-Day Battery | 3GB RAM | 64GB Storage | 6.52-Inch Screen | 13MP Triple Camera | Dusk | Not Compatible with Verizon or AT&amp;T,$99.99,,USD,3.8,39,https://www.amazon.com/dp/B0C37QXBH3,https://m.media-amazon.com/images/I/81Io90tyv1L._AC_UY654_FMwebp_QL65_.jpg,2,$73.25,False,False,True,False,More Buying Choices,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B09KYFZQYM,"NUU B10 4G LTE 64GB/ 4GB REAL Ram, 6.55&#x27;&#x27; Unlocked for T-Mobile, Mint, Metro, Ultra, Tello, Dual SIM, 48MP Triple-camera, 4000 mAh, Blue, 365 Days Warranty &amp; US Hotline Support",$99.99,$129.99,USD,3.7,356,https://www.amazon.com/dp/B09KYFZQYM,https://m.media-amazon.com/images/I/61q09a1LQVL._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,False,False,True,False,List: ,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0D798GL8Y,"I14 Pro Max Unlocked Smartphone, 6+256GB, Android 13.0 Unlocked Cell Phones, 6.82&quot; HD Screen Battery 6800mAH with 128GB Memory Card/Face ID/Fingerprint Lock/Dual SIM 5G Phone (Purple)",$158.99,,USD,4.8,10,https://www.amazon.com/dp/B0D798GL8Y,https://m.media-amazon.com/images/I/61DUBiHLC1L._AC_UY654_FMwebp_QL65_.jpg,1,$158.99,False,False,True,False,,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B09HZ939TR,Google Pixel 6 Pro - 5G Android Phone - Unlocked Smartphone with Advanced Pixel Camera and Telephoto Lens - 128GB - Sorta Sunny,$654.70,$899.00,USD,4.2,2363,https://www.amazon.com/dp/B09HZ939TR,https://m.media-amazon.com/images/I/71ee+5V4ZRL._AC_UY654_FMwebp_QL65_.jpg,5,$234.00,False,False,True,False,List: ,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B00NCUVOB4,"Panasonic 2-Line Corded/Cordless Phone System with 2 Handsets - Answering Machine, Link2Cell, 3-Way Conference, Call Block, Long Range DECT 6.0, Bluetooth - KX-TG9582B (Black)",$203.01,$219.99,USD,4.2,1003,https://www.amazon.com/dp/B00NCUVOB4,https://m.media-amazon.com/images/I/710JwrGvzfL._AC_UY654_FMwebp_QL65_.jpg,8,$125.34,False,False,True,False,200+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0CTW8TXGH,Tracfone | Motorola moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,$49.99,,USD,4.3,16,https://www.amazon.com/dp/B0CTW8TXGH,https://m.media-amazon.com/images/I/71CxUvG46rL._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,False,False,False,False,500+ bought in past month,FREE delivery,False
B09P13TRY8,"VTech VG208-2 DECT 6.0 2-Handsets Corded/Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID, Large Backlit Display, Duplex Speakerphone, Intercom, Line-Power",$73.15,,USD,4.3,1459,https://www.amazon.com/dp/B09P13TRY8,https://m.media-amazon.com/images/I/71TfT59OwtL._AC_UY654_FMwebp_QL65_.jpg,2,$39.54,False,False,True,False,300+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B07BZPJQTW,Alcatel Go Flip 4GB 4044W Blue - T-Mobile (Renewed),$49.95,$57.99,USD,3.9,256,https://www.amazon.com/dp/B07BZPJQTW,https://m.media-amazon.com/images/I/610w+ogulQL._AC_UY654_FMwebp_QL65_.jpg,1,$49.95,False,False,False,True,50+ bought in past month,FREE delivery Aug 2 - 6 Or fastest delivery Aug 1 - 5,False
B0757B9VFG,"VTech AM18447 Main Console 4-Line Expandable Small Business Office Phone System with Answering Machine, Intercom, Auto Attendant &amp; Music on Hold , Black",$132.51,$164.95,USD,4.3,1148,https://www.amazon.com/dp/B0757B9VFG,https://m.media-amazon.com/images/I/81mHDDRoTxL._AC_UY654_FMwebp_QL65_.jpg,11,$25.00,False,False,True,False,300+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B001TK3DLS,"AT&amp;T TR1909B Trimline Corded Phone with Caller ID, Black",$22.81,,USD,4.1,2395,https://www.amazon.com/dp/B001TK3DLS,https://m.media-amazon.com/images/I/51lmon6XamL._AC_UY654_FMwebp_QL65_.jpg,46,$9.99,False,False,True,False,More Buying Choices,"FREE delivery Thu, Aug 8 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1 Only 1 left in stock - order soon.",False
B08HBPXM97,Kyocera DuraXV Extreme E4810 Verizon Rugged LTE Flip Basic Cell Phone Camera GPS Black- (Renewed),$124.99,$215.00,USD,3.7,253,https://www.amazon.com/dp/B08HBPXM97,https://m.media-amazon.com/images/I/41va-WYYiLL._AC_UY500_FMwebp_QL65_.jpg,1,$124.99,False,False,False,True,200+ bought in past month,FREE delivery Aug 5 - 7 Or fastest delivery Aug 1 - 5,False
B007P8DMBE,"AT&amp;T TL88102 DECT 6.0 2-Line Expandable Cordless Phone with Answering System and Dual Caller ID/Call Waiting, 1 Handset, Silver/Black",$85.00,$119.95,USD,4.1,823,https://www.amazon.com/dp/B007P8DMBE,https://m.media-amazon.com/images/I/71JjUW4Ju2L._AC_UY654_FMwebp_QL65_.jpg,49,$36.95,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B08GPJYY54,"VTech VS113-5 Extended Range 5 Handset Cordless Phone for Home with Call Blocking, Connect to Cell Bluetooth, 2&quot; Backlit Screen, Big Buttons, and Answering System, Silver &amp; Black",$139.95,,USD,4,3933,https://www.amazon.com/dp/B08GPJYY54,https://m.media-amazon.com/images/I/91OBgPkUXYL._AC_UY654_FMwebp_QL65_.jpg,2,$66.84,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0D6R5GGX4,Wireless Earbuds Bluetooth 5.3 Headphones Earbuds with 50Hrs Battery Life Deep Bass Earphones with Wireless Charging Case &amp; LED Power Display Waterproof Microphone Headset for Android Phone TV Tablet,$25.99,$36.99,USD,4.8,215,https://www.amazon.com/dp/B0D6R5GGX4,https://m.media-amazon.com/images/I/617X8BLz8LL._AC_UY654_FMwebp_QL65_.jpg,3,$22.64,False,False,True,False,1K+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",True
B01591FTCI,"Panasonic KX-TGF375S + 1 KX-TGFA30S Handset (6 Handsets Total) Bluetooth Cordless Phone System with Dual Keypad (KX-TGF370S + 5, KX-TGF372S + 4, KX-TGF373S + 3, KX-TGF374S + 2) (Renewed)",$139.99,,USD,4,465,https://www.amazon.com/dp/B01591FTCI,https://m.media-amazon.com/images/I/71SGXfEaaZL._AC_UY654_FMwebp_QL65_.jpg,1,$139.99,False,False,False,False,50+ bought in past month,"FREE delivery Aug 2 - 6 Or fastest delivery Tomorrow, Jul 31",False
B0BTRTY1HB,6.7Inch Unlocked Cell Phone IP14pro 2GB +16GB/SD128 GB Straight Talk and Dual Sim Boost Smart Phones for Android10.1,$89.99,,USD,2.1,41,https://www.amazon.com/dp/B0BTRTY1HB,https://m.media-amazon.com/images/I/51KGMfxB6CL._AC_UY654_FMwebp_QL65_.jpg,2,$83.30,False,False,True,False,More Buying Choices,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0C9LP8D22,"Nothing Phone (2) - 256 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera,OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, Dark Grey",$699.00,,USD,4.6,180,https://www.amazon.com/dp/B0C9LP8D22,https://m.media-amazon.com/images/I/71x5ntU43-L._AC_UY654_FMwebp_QL65_.jpg,3,$544.91,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1 Only 4 left in stock - order soon.",True
B0BJ2459HD,"Wired Telephone, Desktop Telephone, Fixed Telephone, Caller ID Telephone, Front Desk Home Office with Call Display and Other Multi Scene Telephone Sets (White)",$19.99,,USD,3.6,191,https://www.amazon.com/dp/B0BJ2459HD,https://m.media-amazon.com/images/I/61UnYEq4sbL._AC_UY654_FMwebp_QL65_.jpg,1,$19.99,False,False,True,False,200+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B07RBMP5V4,"Sangyn Retro Wall Phones for Landline with Mechanical Ringer Corded Telephone Wall Mounted with Indicator Waterproof Old Style Landline Phones for Home Kitchen, Red",$34.98,$38.98,USD,4,1616,https://www.amazon.com/dp/B07RBMP5V4,https://m.media-amazon.com/images/I/6157M+vjC-L._AC_UY654_FMwebp_QL65_.jpg,1,$34.98,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B09YH1ML5Y,"Large Button Phone for Seniors, Loud Ringer, One-Touch Dialing. Amplified Corded Phone with Speakerphone for Elderly Home Landline Phones, No Need to use Batteries.",$26.99,,USD,3.5,154,https://www.amazon.com/dp/B09YH1ML5Y,https://m.media-amazon.com/images/I/61VlO9VpyPL._AC_UY654_FMwebp_QL65_.jpg,1,$26.99,False,False,True,False,,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B0D5BLMXR5,Unlocked Cell Phones C24 Ultra Smartphone Android 13 Phones 8+256GB/6.8&quot; HD Screen/Dual SIM/108MP+48MP Camera/6800 mAh/Built-in Pen (Green),$189.99,$199.99,USD,2,9,https://www.amazon.com/dp/B0D5BLMXR5,https://m.media-amazon.com/images/I/7137QGAAyRL._AC_UY654_FMwebp_QL65_.jpg,1,$189.99,False,False,True,False,List: ,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0CQQWJ7WR,"4G Volte Big Button Cell Phone Unlocked for Seniors Big Buttons LTE Phone for Elderly &amp; Kids, Clear Sound, SOS Button, Convenient USB-C &amp; Charging Dock, Talking Numbers, Black",$64.99,,USD,4.1,675,https://www.amazon.com/dp/B0CQQWJ7WR,https://m.media-amazon.com/images/I/71RlipqTtcL._AC_UY654_FMwebp_QL65_.jpg,1,$64.99,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0CSSTZSFX,"NUU B30 Pro 5G Cell Phone AMOLED 120Hz 6.7” 12GB RAM + 256GB, Unlocked for Mint, Metro, T-Mobile, Qlink and more, 32MP Selfie and 108MP Camera, Dual Nano-SIM. Octa-Core Light Green, US Warranty",$299.00,,USD,4.5,33,https://www.amazon.com/dp/B0CSSTZSFX,https://m.media-amazon.com/images/I/71cQdb02wvL._AC_UY654_FMwebp_QL65_.jpg,1,$299.00,False,False,True,False,,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B06XKKS7KC,"Big Button Phone for Elderly, HePesTer P-02 Amplified Corded Phone for Hearing Impaired Aid with Extra Loud Ringer Landline Telephone for Seniors Home House Phone Wall Mountable",$39.99,,USD,4,1097,https://www.amazon.com/dp/B06XKKS7KC,https://m.media-amazon.com/images/I/61K6q5vYd5L._AC_UY654_FMwebp_QL65_.jpg,3,$31.73,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0CKH9FPH5,"Landline Phone - Durable corded phone for The office. mini phone uses HD sound chips, making The sound clearer. It is suitable for office and home use, and more. (Black)",$13.89,,USD,3.7,56,https://www.amazon.com/dp/B0CKH9FPH5,https://m.media-amazon.com/images/I/61WNgXYZFBL._AC_UY654_FMwebp_QL65_.jpg,1,$13.89,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B0CLVTPHVW,"Landline Phones for Seniors, Big Button Phone for Seniors, Landline Phones for Home, with Picture Memory Speed Dial Function, Telephones for Hearing Impaired",$29.99,,USD,3.7,24,https://www.amazon.com/dp/B0CLVTPHVW,https://m.media-amazon.com/images/I/61JS5MEZfQL._AC_UY654_FMwebp_QL65_.jpg,1,$29.99,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B0856WVJJM,"Motorola CD5013 Residential DECT 6.0 Cordless Digital Phone System with Answering Machine, Call Block, and Volume Boost (3 Handsets)",$119.95,,USD,4.2,1804,https://www.amazon.com/dp/B0856WVJJM,https://m.media-amazon.com/images/I/71o4krUXVTL._AC_UY654_FMwebp_QL65_.jpg,1,$119.95,False,False,True,False,,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0B824XJJY,"Easyfone Prime-A1 Pro 4G Easy-to-Use Flip Cell Phone, 2.4&#x27;&#x27; HD Display, Big Buttons, Clear Sound, Large Fonts, SOS Button, SIM Card Included, Dumbphone with 1500mAh Battery and a Charging Dock (Red)",$87.99,$98.99,USD,3.3,125,https://www.amazon.com/dp/B0B824XJJY,https://m.media-amazon.com/images/I/61JCOlgOtsL._AC_UY654_FMwebp_QL65_.jpg,1,$87.99,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0CPHYRP1X,A09 Smartphone | 2024 | 6.56-Inch Screen Cell Phone | 4000 mAh Battery | 8/128GB | Android 12 Unlocked Mobile phone | 13 MP + 8MP Main/Front Camera | US Version | White,$89.99,$99.99,USD,5,3,https://www.amazon.com/dp/B0CPHYRP1X,https://m.media-amazon.com/images/I/61-svfty8FL._AC_UY654_FMwebp_QL65_.jpg,1,$89.99,False,False,True,False,List: ,"FREE delivery Mon, Aug 5 Or fastest delivery Thu, Aug 1 Only 20 left in stock - order soon.",False
B073FLYQZ5,Panasonic KX-TGM420W + (1) KX-TGMA44W Amplified Cordless Phone with Digital Answering Machine and Voice Volume Booster upto 40 dB (2 Handsets),$199.98,$214.95,USD,4.3,932,https://www.amazon.com/dp/B073FLYQZ5,https://m.media-amazon.com/images/I/61JaEG8qGJS._AC_UY654_FMwebp_QL65_.jpg,3,$157.75,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B07T35YVJQ,"Easyfone T6 4G Picture Button Cell Phone for Seniors and Kids | Easy-to-Use | Clear Sound | Easy Charging Dock | SOS Button | SIM Card Included | Good for Dementia, Alzheimer&#x27;s and Kids (T6)",$80.99,,USD,2.9,1287,https://www.amazon.com/dp/B07T35YVJQ,https://m.media-amazon.com/images/I/71702yIQv0L._AC_UY654_FMwebp_QL65_.jpg,1,$80.99,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B08M46Q3C1,"Panasonic Office Phone System, Corded Base Station with 4-Lines Expandable with Up to 10 Compatible Panasonic Business Phones Wirelessly - KX-TGW420B (Black)",$165.69,,USD,3.8,134,https://www.amazon.com/dp/B08M46Q3C1,https://m.media-amazon.com/images/I/61fm-RO6OFL._AC_UY654_FMwebp_QL65_.jpg,19,$36.44,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B008UZE0IU,"VTech CD1113 Trim style Telephone with Caller ID/Call Waiting, No AC Power Required, Easy-wall-mount, 13 Speed Dial Keys, Last Number Redial, Mute, Flash, Volume Control, Hearing Aid Compatible, Black",$24.63,,USD,4.1,1719,https://www.amazon.com/dp/B008UZE0IU,https://m.media-amazon.com/images/I/61WJ0rTuBUL._AC_UY654_FMwebp_QL65_.jpg,15,$24.12,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B0CP4VBGX1,"Syncwire Car Phone Holder for Universal Dashboard &amp; Tesla Screen, [Super Stable] Car Phone Mount, Foldable Aluminum Alloy Arm, Cell Phone Car Holder Mount for iPhone 15 Pro Max 14 13 12 11&amp; All Phones",$24.99,,USD,4.1,387,https://www.amazon.com/dp/B0CP4VBGX1,https://m.media-amazon.com/images/I/61mLMovMePL._AC_UY654_FMwebp_QL65_.jpg,2,$24.37,False,False,True,True,500+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B07VYKNCLW,"2-Line Corded Telephone Systems for small business and house, Desk phone Only (Black)",$39.98,$45.98,USD,3.4,340,https://www.amazon.com/dp/B07VYKNCLW,https://m.media-amazon.com/images/I/61eYVsO-o-L._AC_UY654_FMwebp_QL65_.jpg,2,$25.19,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0D1Q91MT2,"Blackview A55 Unlocked Phones, 6.5&quot; HD+ Waterdrop Screen, 3GB+16GB/SD 128GB Android Phone, 4780mAh Battery Smart Phone, 8MP Camera, 3 Card Slots, 4G Dual SIM Phone, Support AT&amp;T, T-mobile, Cricket",$99.99,,USD,4.5,10,https://www.amazon.com/dp/B0D1Q91MT2,https://m.media-amazon.com/images/I/61ZPUVYdjaL._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,False,False,True,False,,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B07S58JSP7,TelPal Antique Phones Corded Landline Telephone Vintage Classic Rotary Dial Home Phone of 1930s Old Fashion Business Phones Home Office Decor Landlines,$42.99,$45.99,USD,4.5,489,https://www.amazon.com/dp/B07S58JSP7,https://m.media-amazon.com/images/I/51l-iIutivL._AC_UY654_FMwebp_QL65_.jpg,2,$37.83,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B01GA7JR8C,ATT 210 CORDED TRIMLINE PHONE with 13-NUMBER MEMORY,$18.65,,USD,4.2,872,https://www.amazon.com/dp/B01GA7JR8C,https://m.media-amazon.com/images/I/71Sdm9XMbZL._AC_UY654_FMwebp_QL65_.jpg,51,$13.99,False,False,False,False,50+ bought in past month,FREE delivery Aug 1 - 2,False
B08MV4BDXB,Alcatel GO FLIP 3 Black 4GB 4052W (GSM Unlocked) Flip Phone - For Senior Easy Use (Renewed),$49.99,$89.00,USD,3.8,296,https://www.amazon.com/dp/B08MV4BDXB,https://m.media-amazon.com/images/I/516zyE4bvwS._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,False,False,False,True,50+ bought in past month,FREE delivery Aug 2 - 6 Or fastest delivery Aug 1 - 5 Only 14 left in stock - order soon.,True
B0BMFXYBVK,"Classic Wall Phones for Landline with Mechanical Ringing, Single Line 2554 Wall Telephone with Voicemail Indicator, Retro Wall Mounted Phone Waterproof, Old Wall Mount Phone for Kitchen,Home,Black",$33.85,$36.97,USD,4.1,406,https://www.amazon.com/dp/B0BMFXYBVK,https://m.media-amazon.com/images/I/61czPEmP1XL._AC_UY654_FMwebp_QL65_.jpg,1,$33.85,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 on $35 of items shipped by AmazonOr fastest delivery Thu, Aug 1",False
B0CXJ1SMV1,"UMIDIGI Power 5 (4+128G) Cell Phone, 6150 mAh Android 11 Unlocked Smartphones,6.53&quot; HD Display with 16MP AI Triple Camera Phones",$99.99,,USD,4,16,https://www.amazon.com/dp/B0CXJ1SMV1,https://m.media-amazon.com/images/I/71a72fWzmIL._AC_UY654_FMwebp_QL65_.jpg,2,$98.99,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",True
B0CZRGN1GN,"UMIDIGI Unlocked Cell Phone, G5 Mecha Rugged Smartphone, (8+8)+128GB/TF 1TB Expand 6000mAh, IP68/IP69K Waterproof Phone, Android 13, 6.6&quot; Full Screen, 4G Dual SIM Outdoor Rugged Smartphone, Black",$169.99,,USD,3.9,27,https://www.amazon.com/dp/B0CZRGN1GN,https://m.media-amazon.com/images/I/71ouKvHvfcL._AC_UY654_FMwebp_QL65_.jpg,2,$168.29,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1 Only 20 left in stock - order soon.",False
B0CNNNYPPR,KYOCERA NEW E4830 DuraXE Epic AT&amp;T/Unlocked FirstNet Flip Smart Phone 16GB Rugged PTT Wi-Fi LTE Black (US Warranty) NO Verizon,$199.95,,USD,4.1,19,https://www.amazon.com/dp/B0CNNNYPPR,https://m.media-amazon.com/images/I/415D7aY6OlL._AC_UY500_FMwebp_QL65_.jpg,2,$89.99,False,False,False,False,100+ bought in past month,"FREE delivery Wed, Aug 7 Or fastest delivery Tomorrow, Jul 31",False
B0C5LQ3CWR,"AGM M8 4G Rugged Flip Phone, Large Button Cell Phone for Seniors, Waterproof/Drop-Proof, SOS Side Key, Hearing Aid Compatible, Fast Dialing, 104dB Powerful Speaker, Big Keypad, Dual SIM, T-Mobile ONLY",$99.99,,USD,3.9,263,https://www.amazon.com/dp/B0C5LQ3CWR,https://m.media-amazon.com/images/I/61gDy2PfcdL._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0CPJ1P7L3,A09 Smartphone | 2024 | 6.56-Inch Screen Cell Phone | 4000 mAh Battery | 8/128GB | Android 12 Unlocked Mobile phone | 13 MP + 8MP Main/Front Camera | US Version | Black,$89.99,$99.99,USD,2,1,https://www.amazon.com/dp/B0CPJ1P7L3,https://m.media-amazon.com/images/I/61VpSm4vocL._AC_UY654_FMwebp_QL65_.jpg,1,$89.99,False,False,True,False,50+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0D41PDNF5,"Blackview Wave 6C Unlocked Phones, Android 13 Mobile Phone, 5100mAh 10W Fast, Octa-Core 4GB+32GB/SD 1TB Android Phones, 6.52&quot; HD+ Diaplay, 3 Card Slots, 4G Dual SIM Phone, 8MP+5MP, T-mobile Cellphone",$109.99,,USD,4.6,26,https://www.amazon.com/dp/B0D41PDNF5,https://m.media-amazon.com/images/I/71BiGx2XnaL._AC_UY654_FMwebp_QL65_.jpg,1,$109.99,False,False,True,False,,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B096BG51BD,SIMBROS AT&amp;T CINGULAR FLIP 4 SMARTFLIP IV U102AA 4G 4GB PHONE for AT&amp;T ONLY Complete with At&amp;t Sim card sim key,$59.99,,USD,3.9,354,https://www.amazon.com/dp/B096BG51BD,https://m.media-amazon.com/images/I/31O+x4ti83S._AC_UY500_FMwebp_QL65_.jpg,2,$59.98,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0CQPBKCNH,"Hellobaby DECT 6.0 Cordless Phone with 2 Handsets, Reliable 1000 ft Range, Cordless Home Phone with Caller ID/Call Waiting, Call Block, Phones Landline Cordless with Blue Backlit Display, HB2688-2",$37.99,$39.99,USD,3.9,144,https://www.amazon.com/dp/B0CQPBKCNH,https://m.media-amazon.com/images/I/61KI5zTp7gL._AC_UY654_FMwebp_QL65_.jpg,3,$35.63,False,False,True,False,200+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0BJH9DSDV,SIMBROS UNLOCKED FLIP 4 AT&amp;T SMARTFLIP IV U102AA 4G 4GB Phone -WORKS with AT&amp;T T-MOBILE &amp; CRICKET -NOT GOOD for VERIZON Simkey,$69.99,,USD,3.5,73,https://www.amazon.com/dp/B0BJH9DSDV,https://m.media-amazon.com/images/I/31jhBe53zjL._AC_UY436_FMwebp_QL65_.jpg,1,$69.99,False,False,True,False,100+ bought in past month,"FREE delivery Sun, Aug 4 Or fastest delivery Thu, Aug 1",False
B0D7S1R782,K70 5G Unlocked cell phones 2024 Android 13 smartphones 8GB+256GB/8-Core Android Phones 6.7&quot; HD Screen 24MP+50MP Camera 6200mAh Battery Standby 5G Dual SIM mobile phones (Graphite black),$129.99,,USD,2,7,https://www.amazon.com/dp/B0D7S1R782,https://m.media-amazon.com/images/I/71uPIhYaq3L._AC_UY654_FMwebp_QL65_.jpg,1,$129.99,False,False,True,False,,"FREE delivery Mon, Aug 5 Or fastest delivery Thu, Aug 1 Only 17 left in stock - order soon.",True
